Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars)
17.62777778,17.62777778,0.81,11.27,252,15.8263,1013.66
17.71666667,17.71666667,0.78,4.83,266,14.9569,1013.74
17.65,17.65,0.78,5.0554,236,11.2056,1013.87
19.8,19.8,0.69,5.1037,273,9.982,1013.85
21.84444444,21.84444444,0.66,5.8765,265,9.982,1013.83
23.75,23.75,0.58,10.9158,281,10.0464,1013.97
26.97222222,26.77777778,0.39,12.3165,281,10.0464,1013.69
27.08333333,26.97777778,0.41,8.05,272,10.4006,1013.77
27.44444444,27.29444444,0.42,8.9838,13,10.0464,1013.8
28.60555556,27.81666667,0.34,4.4597,98,9.982,1013.51
28.56666667,27.80555556,0.35,2.7531,57,10.3523,1013.66
28.81666667,28.45,0.4,9.3219,347,9.982,1013.03
27.82222222,28.12777778,0.48,12.6224,20,11.27,1012.7
26.42222222,26.42222222,0.54,11.6403,29,11.4471,1013.1
25.15555556,25.15555556,0.61,9.0804,48,11.27,1012.97
24,24,0.66,9.2414,49,9.982,1013.09
23.02777778,23.02777778,0.68,7.6475,33,10.3523,1013.72
21.06111111,21.06111111,0.79,9.5151,40,9.982,1013.8
20.92222222,20.92222222,0.72,11.0446,50,15.8263,1014.77
19.56666667,19.56666667,0.68,6.5366,41,14.9569,1015.14
17.17777778,17.17777778,0.84,6.5849,356,15.8263,1019.69
17.59444444,17.59444444,0.84,6.5044,5,15.8263,1019.79
15.43888889,15.43888889,0.89,3.6869,247,14.0875,1017.71
15.51111111,15.51111111,0.9,8.2271,320,15.8263,1019.59
15.49444444,15.49444444,0.87,3.2361,355,14.812,1019.58
14.37777778,14.37777778,0.9,6.44,340,15.6492,1019.79
17.06666667,17.06666667,0.87,7.9051,349,9.7566,1019.81
19.8,19.8,0.78,9.4507,329,9.9015,1019.81
22.45,22.45,0.67,7.6958,343,9.982,1019.97
24.84444444,24.84444444,0.55,2.093,350,9.982,1019.99
25.99444444,25.99444444,0.54,2.9624,254,9.982,1020.17
26.88333333,27.17222222,0.48,4.0572,340,10.3523,1020.09
27.71111111,27.46111111,0.41,4.9266,293,9.982,1019.79
28.70555556,28.14444444,0.38,4.7978,344,9.982,1019.39
26.34444444,26.34444444,0.51,7.5509,258,11.3988,1018.91
24.18888889,24.18888889,0.53,10.8514,265,11.2056,1018.83
27.31111111,27.72222222,0.5,8.2754,280,11.2056,1018.32
25.22777778,25.22777778,0.59,10.0786,301,11.3988,1018.02
25.20555556,25.20555556,0.6,5.2647,309,11.2056,1017.62
26.20555556,26.20555556,0.57,0.5957,298,9.982,1017.53
22.82777778,22.82777778,0.71,0.6601,9,11.3988,1017.55
19.11666667,19.11666667,0.88,2.9785,240,9.982,1017.46
17.91666667,17.91666667,0.89,3.0751,190,15.8263,1017.76
18.13333333,18.13333333,0.91,9.3058,104,15.3111,1017.66
16.66666667,16.66666667,0.9,2.9946,195,15.8263,1017.36
16.66666667,16.66666667,0.9,3.0751,150,15.8263,1017.26
16.34444444,16.34444444,0.88,2.3989,150,14.5222,1011.97
15.51111111,15.51111111,0.93,3.1073,217,14.812,1016.85
15.43888889,15.43888889,0.93,3.22,100,14.7315,1016.47
14.21111111,14.21111111,0.95,3.0107,298,8.1627,1016.39
17.11111111,17.11111111,0.93,3.0751,123,9.9015,1016.35
19.86666667,19.86666667,0.84,3.3327,159,9.9015,1016.24
22.10555556,22.10555556,0.74,5.313,194,9.982,1016.34
23.96111111,23.96111111,0.68,5.0232,172,9.982,1016.03
26.13888889,26.13888889,0.54,8.1144,173,11.2056,1015.73
27.08888889,27.5,0.5,9.0965,209,11.3988,1015.46
27.24444444,27.72777778,0.51,3.8318,208,11.2056,1014.83
27.26666667,27.71666667,0.51,9.6117,193,11.2056,1014.14
27.85,28.28333333,0.5,10.9319,198,11.3988,1013.15
27.19444444,27.40555556,0.47,12.5419,213,10.0464,1012.27
27.75,27.66666667,0.43,12.5419,241,10.0464,1011.28
27.81666667,27.79444444,0.44,12.719,230,10.4006,1010.75
27.73333333,27.45,0.4,11.3344,259,11.27,1010.17
24.90555556,24.90555556,0.58,9.3058,252,11.27,1009.68
22.17777778,22.17777778,0.7,5.7477,284,10.0303,1010.15
20,20,0.77,11.9784,309,11.27,1010.43
18.86666667,18.86666667,0.71,20.1089,280,6.5205,1011.54
18.43888889,18.43888889,0.72,8.7262,189,8.4203,1010.86
18.33333333,18.33333333,0.74,6.0858,59,15.134,1009.71
17.57777778,17.57777778,0.83,6.0536,102,12.7029,1008.52
16.80555556,16.80555556,0.92,8.7101,143,10.0303,1007.81
16.6,16.6,0.87,6.0536,171,14.9086,1010.48
16.13888889,16.13888889,0.92,3.0912,229,8.1305,1010.27
16.13333333,16.13333333,0.91,3.1878,230,11.3183,1010.17
17.11111111,17.11111111,0.87,4.8622,262,9.982,1009.87
18.68333333,18.68333333,0.79,11.3344,262,9.982,1009.98
19.75,19.75,0.78,12.1072,296,10.0303,1010.31
22.01111111,22.01111111,0.69,9.6439,292,11.27,1010.19
22.58888889,22.58888889,0.71,9.7888,302,11.27,1010.19
24.43888889,24.43888889,0.6,12.6868,281,11.4471,1010.06
23.65555556,23.65555556,0.63,14.3934,301,11.27,1009.83
23.77222222,23.77222222,0.58,16.8567,301,11.27,1009.43
24.84444444,24.84444444,0.54,14.1358,311,11.4471,1008.95
24.83888889,24.83888889,0.54,16.0517,349,11.27,1008.11
24.81111111,24.81111111,0.55,11.7691,354,11.27,1007.63
23.77777778,23.77777778,0.55,13.041,346,11.4471,1007.22
22.61111111,22.61111111,0.66,14.1841,30,11.27,1007.25
21.03888889,21.03888889,0.68,14.0553,11,9.982,1007.22
19.74444444,19.74444444,0.78,8.8389,8,10.6743,1007.88
17.82222222,17.82222222,0.84,16.6313,180,11.2056,1008.01
17.23888889,17.23888889,0.87,5.474,146,14.9086,1008.38
17.18888889,17.18888889,0.91,2.6565,346,13.2664,1008.08
17.19444444,17.19444444,0.9,9.0321,17,14.9086,1007.6
17.17222222,17.17222222,0.92,2.3184,184,12.0428,1007.49
13.13333333,13.13333333,0.8,9.4346,287,14.0553,1010.58
16.64444444,16.64444444,0.92,2.576,159,10.0464,1006.68
16.08333333,16.08333333,0.93,6.9874,10,9.9015,1006.2
16.09444444,16.09444444,0.94,2.7209,9,6.4561,1005.83
16.01666667,16.01666667,0.93,3.1395,293,5.0393,1005.71
17.01111111,17.01111111,0.93,2.3828,243,5.0393,1005.62
16.99444444,16.99444444,0.92,6.2629,243,5.7799,1005.75
17.01111111,17.01111111,0.93,4.4436,269,4.991,1005.82
16.03888889,16.03888889,0.93,12.4453,303,6.9391,1005.74
17.13333333,17.13333333,0.88,12.3326,280,6.8908,1006.15
16.13333333,16.13333333,0.93,17.1465,292,6.0697,1006.34
16.17777778,16.17777778,0.93,14.007,302,6.118,1006.53
16.55555556,16.55555556,0.87,19.3683,309,6.8908,1006.84
17.93333333,17.93333333,0.83,20.3504,329,8.1305,1006.39
20.90555556,20.90555556,0.73,16.5508,320,8.1949,1006.57
19.05,19.05,0.76,20.0123,296,11.3988,1006.75
18.96111111,18.96111111,0.72,17.9193,329,10.2557,1006.91
17.87222222,17.87222222,0.76,10.6743,319,9.982,1007.69
17.38333333,17.38333333,0.71,15.8907,318,10.3523,1008.19
16.06111111,16.06111111,0.71,17.871,319,9.982,1008.86
15.48333333,15.48333333,0.7,17.7905,309,14.9086,1009.74
14.50555556,14.50555556,0.71,17.549,302,14.9569,1010.41
13.81666667,13.81666667,0.67,17.7422,309,15.8263,1010.41
13.28888889,13.28888889,0.72,17.2753,300,15.8263,1010.97
13.29444444,13.29444444,0.89,10.7548,315,9.9015,1011.93
11.75555556,11.75555556,0.79,6.8103,275,15.8263,1011.49
11.73333333,11.73333333,0.79,11.0446,281,14.9086,1011.59
12.71666667,12.71666667,0.75,13.5562,306,15.3111,1011.57
12.77777778,12.77777778,0.72,11.3183,318,9.982,1011.6
12.8,12.8,0.72,12.8317,320,9.982,1011.97
15.58333333,15.58333333,0.64,13.9265,317,10.3523,1012.48
16.04444444,16.04444444,0.62,11.2056,340,9.982,1012.49
17.71111111,17.71111111,0.6,3.4293,356,11.27,1012.33
19.29444444,19.29444444,0.58,3.2844,265,11.4471,1012.71
19.98333333,19.98333333,0.53,4.4758,328,11.27,1012.4
19.97777778,19.97777778,0.56,4.7173,4,11.27,1012.27
20.88333333,20.88333333,0.49,3.7352,277,11.3988,1012.02
22.03888889,22.03888889,0.49,3.1556,46,11.2056,1011.59
21.02222222,21.02222222,0.53,3.1234,129,11.2056,1011.28
19.88888889,19.88888889,0.57,5.4257,219,11.4471,1011.37
17.64444444,17.64444444,0.71,11.6725,289,11.27,1011.23
16.06666667,16.06666667,0.79,15.0857,290,11.0446,1011.7
15.17777778,15.17777778,0.82,9.9981,314,11.2056,1011.81
13.86111111,13.86111111,0.9,7.8407,296,11.0446,1012.01
13.35555556,13.35555556,0.9,10.7387,317,8.05,1012.85
13.02222222,13.02222222,0.91,15.617,354,10.2718,1012.43
13.31111111,13.31111111,0.93,10.465,347,10.0464,1012.12
13.28888889,13.28888889,0.96,3.3971,342,9.9015,1011.9
12.38333333,12.38333333,0.9,1.8515,192,8.4203,1011.98
12.71111111,12.71111111,0.93,6.6493,339,9.8049,1011.51
13.24444444,13.24444444,0.9,6.6654,340,6.118,1011.2
12.70555556,12.70555556,0.93,6.8425,322,9.9015,1011.37
13.26666667,13.26666667,0.93,6.6493,349,9.7083,1011.31
13.81666667,13.81666667,0.9,3.5098,336,10.9802,1011.49
14.88888889,14.88888889,0.87,4.2182,249,10.948,1011.61
15.99444444,15.99444444,0.81,7.6958,253,11.27,1011.68
16.06111111,16.06111111,0.78,10.6904,281,11.27,1011.59
17.72777778,17.72777778,0.65,10.7548,278,11.4471,1011.53
18.81666667,18.81666667,0.53,13.2503,269,11.27,1011.58
18.74444444,18.74444444,0.62,9.0804,255,11.27,1011.59
18.02222222,18.02222222,0.63,14.651,284,11.4471,1011.58
17.82222222,17.82222222,0.6,12.2843,279,11.27,1011.29
20.90555556,20.90555556,0.54,11.9462,271,11.27,1011.09
19.77777778,19.77777778,0.54,10.143,286,11.4471,1011.08
18.88333333,18.88333333,0.56,9.338,309,11.2056,1010.96
18.83888889,18.83888889,0.56,10.6099,283,11.2056,1010.78
15.53333333,15.53333333,0.74,9.1609,262,11.3988,1011.42
12.93333333,12.93333333,0.89,4.8461,272,9.982,1011.75
12.77777778,12.77777778,0.83,6.1502,270,15.8263,1012.36
11.89444444,11.89444444,0.9,3.4615,232,11.6886,1012.54
11.64444444,11.64444444,0.9,3.0107,202,15.8263,1012.37
11.62222222,11.62222222,0.9,3.1878,272,9.982,1012.25
15.43888889,15.43888889,0.85,3.1878,161,14.9569,1013.06
10.99444444,10.99444444,0.93,0,0,8.1305,1012.16
10.46666667,10.46666667,0.93,3.22,210,8.1305,1012.35
9.622222222,9.622222222,0.94,2.6565,209,2.4955,1012.61
12.11111111,12.11111111,1,1.61,179,6.0697,1012.67
13.91666667,13.91666667,0.9,0.1288,100,6.1985,1012.77
16.01666667,16.01666667,0.81,1.4973,192,9.982,1013.18
18.79444444,18.79444444,0.62,4.7817,228,10.0464,1013.34
20.02777778,20.02777778,0.57,7.8568,201,11.27,1013.43
21.04444444,21.04444444,0.49,7.7602,219,11.3988,1013.51
22.29444444,22.29444444,0.47,14.0875,169,11.2056,1013.52
22.22222222,22.22222222,0.53,11.2056,210,11.2056,1013.33
22.73888889,22.73888889,0.47,12.9283,214,11.3988,1013.27
22.8,22.8,0.44,14.2807,190,9.982,1012.92
23.81666667,23.81666667,0.39,12.7029,221,9.982,1012.42
22.74444444,22.74444444,0.47,13.2825,199,11.3988,1012.35
22.24444444,22.24444444,0.49,9.6761,182,11.2056,1012.23
22.24444444,22.24444444,0.55,9.5795,183,9.982,1012.32
19.47222222,19.47222222,0.65,8.1949,174,10.3523,1012.68
17.84444444,17.84444444,0.7,9.3541,172,9.982,1012.73
16.77777778,16.77777778,0.77,6.44,170,15.8263,1013.4
17.45,17.45,0.77,4.1055,173,14.9569,1013.41
16.66666667,16.66666667,0.81,6.3756,172,15.8263,1013.23
16.64444444,16.64444444,0.81,6.279,161,15.8263,1013.33
17.18888889,17.18888889,0.9,3.5098,162,8.4203,1013.1
15.99444444,15.99444444,0.84,6.2468,152,14.9086,1013.22
16.48333333,16.48333333,0.82,6.5205,170,14.9086,1013.13
15.54444444,15.54444444,0.88,6.1341,162,14.9569,1013.23
16.97222222,16.97222222,0.87,4.83,153,9.982,1013.24
18.66666667,18.66666667,0.79,7.8246,163,9.982,1013.16
20.91111111,20.91111111,0.69,8.6457,190,9.982,1013.6
22.68888889,22.68888889,0.62,11.0607,203,9.982,1013.81
23.84444444,23.84444444,0.58,11.3827,212,11.27,1013.91
25.57222222,25.57222222,0.49,13.1376,225,11.3988,1014.36
24.90555556,24.90555556,0.5,9.6117,232,11.2056,1013.85
25.94444444,25.94444444,0.45,7.6958,234,9.982,1013.62
26.99444444,26.9,0.41,6.4883,141,10.3523,1013.18
27.07777778,27.00555556,0.42,4.8622,194,9.982,1012.74
27.70555556,27.61666667,0.43,8.9838,153,9.982,1012.26
27.55,27.45555556,0.43,9.6761,173,10.3523,1012.4
25.99444444,25.99444444,0.5,2.576,150,9.982,1012.08
24.90555556,24.90555556,0.55,7.4704,139,9.982,1012.14
22.95,22.95,0.61,8.2271,107,10.3523,1011.75
22.56666667,22.56666667,0.63,8.372,126,11.2056,1011.79
21.96666667,21.96666667,0.68,13.3308,182,15.7297,1012.71
19.76666667,19.76666667,0.77,14.007,191,14.4095,1013.75
17.73333333,17.73333333,0.9,6.601,352,15.8746,1012.88
17.68888889,17.68888889,0.9,6.4883,117,15.8263,1012.55
17.18888889,17.18888889,0.93,8.1305,13,9.8371,1015.23
15.57777778,15.57777778,0.93,2.0769,77,4.7495,1013.07
15.05,15.05,0.93,2.7692,348,2.2057,1012.94
15.4,15.4,0.96,1.932,148,2.254,1012.63
17.15,17.15,0.93,8.9838,310,2.6404,1012.87
18.7,18.7,0.93,4.4758,3,6.0697,1013.18
19.69444444,19.69444444,0.86,1.1914,36,11.2378,1013.28
21.98333333,21.98333333,0.74,4.6046,191,11.1251,1012.96
23.53333333,23.53333333,0.7,10.143,201,11.27,1012.99
23.66111111,23.66111111,0.6,15.5848,251,11.4471,1012.79
22.65555556,22.65555556,0.72,19.8191,311,11.27,1012.92
23.72222222,23.72222222,0.63,14.8603,312,11.27,1013.21
23.7,23.7,0.63,12.0589,304,11.2378,1013.62
23.69444444,23.69444444,0.63,10.9319,311,11.0446,1013.02
23.74444444,23.74444444,0.63,12.1394,312,11.27,1013.14
22.55555556,22.55555556,0.68,12.1877,311,11.4471,1013.38
21.04444444,21.04444444,0.74,14.0392,350,11.27,1013.32
19.00555556,19.00555556,0.89,8.1144,351,11.27,1013.89
18.88333333,18.88333333,0.9,2.6887,228,10.5455,1014.64
17.8,17.8,0.96,7.6475,262,11.27,1014.77
17.70555556,17.70555556,0.93,6.279,294,10.0464,1015.22
17.62777778,17.62777778,0.93,10.5616,280,9.982,1015.67
17.56666667,17.56666667,0.93,6.6654,0,9.982,1015.62
17.5,17.5,0.93,11.0285,321,11.8979,1015.52
15.67777778,15.67777778,0.93,7.0357,303,9.982,1016.65
15.46111111,15.46111111,0.93,6.3756,338,6.118,1015.89
14.44444444,14.44444444,0.93,6.279,310,4.025,1015.81
14.25,14.25,0.93,6.4239,341,8.9033,1015.92
16.03888889,16.03888889,0.88,5.0071,336,9.6761,1016.18
17.66666667,17.66666667,0.85,4.4597,33,9.8049,1016.47
19.60555556,19.60555556,0.72,5.1681,16,10.7226,1016.76
21.06666667,21.06666667,0.68,4.5724,29,11.27,1016.86
22.71111111,22.71111111,0.66,10.4489,351,11.27,1017.05
23.61111111,23.61111111,0.59,5.3935,347,11.0768,1017.06
23.91111111,23.91111111,0.54,10.5455,328,11.27,1016.96
24.97777778,24.97777778,0.51,4.669,284,11.27,1016.65
25.92222222,25.92222222,0.47,5.6189,281,10.4006,1016.33
27.10555556,27.01666667,0.41,9.4507,308,9.982,1015.87
26.13333333,26.13333333,0.44,4.7012,352,9.982,1015.57
27.03333333,26.94444444,0.41,9.9176,297,10.3523,1015.57
26.17777778,26.17777778,0.44,9.5634,299,9.982,1015.25
25.06666667,25.06666667,0.5,5.0876,308,9.982,1015.17
23.14444444,23.14444444,0.62,3.703,273,10.3523,1015.53
20.06666667,20.06666667,0.77,0,0,9.982,1015.85
18.33333333,18.33333333,0.87,0,0,14.9086,1016.35
17.93333333,17.93333333,0.89,2.8175,166,14.168,1016.43
15.68888889,15.68888889,0.81,6.3112,0,15.8263,1015.21
13.99444444,13.99444444,0.86,6.4561,2,15.8263,1015.29
18.18888889,18.18888889,0.64,11.2861,158,14.9569,1014.61
14.39444444,14.39444444,0.77,10.9319,29,15.8263,1015.02
13.41666667,13.41666667,0.82,11.0929,30,15.8263,1015.11
14.14444444,14.14444444,0.79,10.1913,27,14.9569,1015.34
15.05,15.05,0.78,8.0017,30,9.982,1015.84
15.14444444,15.14444444,0.77,8.1627,12,9.982,1015.93
17.97777778,17.97777778,0.73,9.8532,9,9.982,1016.16
20.02222222,20.02222222,0.67,11.2056,30,9.982,1015.98
22.28888889,22.28888889,0.63,8.1305,39,9.982,1015.77
25.01666667,25.01666667,0.54,9.1609,45,10.3523,1015.62
27.15,27.33888889,0.46,11.3505,50,11.2056,1015.28
27.28888889,27.10555556,0.4,11.27,72,9.982,1015.18
27.78333333,27.6,0.42,10.7709,84,10.3523,1015.02
27.93888889,27.55555556,0.39,10.3523,54,9.982,1014.37
27.86666667,27.51111111,0.39,14.2646,70,9.982,1013.68
27.39444444,27.29444444,0.42,11.0285,92,10.3523,1013.4
27.31111111,27.44444444,0.46,15.778,90,9.982,1013.17
26.2,26.2,0.49,12.5097,71,9.982,1013.26
24.14444444,24.14444444,0.56,12.0911,107,10.3523,1013.32
22.07777778,22.07777778,0.64,9.499,109,9.982,1013.65
21.96111111,21.96111111,0.62,14.0714,137,15.8263,1014.33
20.48888889,20.48888889,0.65,11.3022,166,15.3111,1014.5
16.64444444,16.64444444,0.9,3.0268,193,11.9784,1016.47
16.62222222,16.62222222,0.9,3.1234,223,11.9784,1016.59
16.41666667,16.41666667,0.89,6.6332,297,9.982,1018.68
14.97777778,14.97777778,0.93,11.27,310,9.982,1016.88
14.90555556,14.90555556,0.93,11.27,310,9.982,1016.69
14.80555556,14.80555556,0.92,7.1645,291,8.3398,1017.02
17.57777778,17.57777778,0.9,3.22,310,9.9015,1017.18
20.88888889,20.88888889,0.8,4.8783,329,9.982,1017.38
23.55,23.55,0.66,4.1699,332,9.982,1017.73
25.97222222,25.97222222,0.51,4.8139,309,9.982,1017.68
27.15555556,27.1,0.42,7.567,329,9.982,1017.77
28.48333333,27.97222222,0.38,7.5831,331,10.3523,1018.06
27.77777778,27.52777778,0.41,9.5634,319,9.982,1018.07
29.88333333,29.28333333,0.37,9.2575,6,9.982,1017.68
28.79444444,28.08888889,0.36,8.3559,7,10.3523,1017.57
29.92777778,29.29444444,0.37,7.4704,5,9.982,1017.27
28.86111111,28.23333333,0.37,9.5795,355,9.982,1016.89
29.83888889,28.98333333,0.35,5.4418,1,10.3523,1016.8
28.83888889,28.44444444,0.4,9.6922,336,9.982,1016.58
26.17777778,26.17777778,0.53,8.1788,327,9.982,1016.5
25.29444444,25.29444444,0.56,7.9212,308,10.3523,1016.98
21.25,21.25,0.78,5.1681,309,9.982,1017.48
20.51111111,20.51111111,0.78,6.6654,310,15.8263,1018.07
19.47777778,19.47777778,0.78,6.762,294,14.9569,1018.62
18.43333333,18.43333333,0.81,14.49,310,15.8263,1018.97
17.73333333,17.73333333,0.84,6.7298,283,9.982,1019.09
17.55555556,17.55555556,0.88,3.0751,312,14.168,1021.11
16.21111111,16.21111111,0.87,3.4454,336,14.9086,1019.07
16.11666667,16.11666667,0.87,3.7191,318,14.9086,1019.09
15.98333333,15.98333333,0.86,4.3953,318,11.6886,1019.43
18.71111111,18.71111111,0.84,5.2325,318,9.982,1019.5
21.97777778,21.97777778,0.69,7.9534,331,9.982,1019.69
24.59444444,24.59444444,0.56,9.0804,7,10.3523,1019.86
27.01666667,27.31666667,0.48,10.787,352,9.982,1019.98
27.71111111,27.84444444,0.46,10.8514,350,9.982,1020.26
28.67777778,28.1,0.38,11.0768,1,10.3523,1020.27
29.88333333,29.26111111,0.37,11.0446,9,9.982,1020.38
29.90555556,29.13888889,0.36,7.9051,5,9.982,1020.27
30.80555556,29.9,0.34,7.245,353,10.3523,1020.09
29.97222222,29.17777778,0.35,7.9695,329,9.982,1019.78
30.99444444,30.30555556,0.35,7.6958,25,9.982,1019.69
30.83333333,30.08888889,0.35,9.4668,351,10.3523,1019.72
29.95,29.36111111,0.37,9.9498,46,9.982,1019.38
28.90555556,28.52222222,0.4,4.6529,12,9.982,1019.48
26.5,26.5,0.56,5.0715,347,10.3523,1019.85
22.26666667,22.26666667,0.73,0.1449,260,9.982,1020.06
21.59444444,21.59444444,0.76,0,0,15.8263,1020.58
20.26666667,20.26666667,0.81,3.0429,285,14.9569,1020.94
19.35,19.35,0.82,3.4776,295,15.8263,1021.07
18.35555556,18.35555556,0.87,3.2361,254,15.8263,1021.27
19.89444444,19.89444444,0.82,2.3828,197,14.9569,1019.41
17.22222222,17.22222222,0.9,3.22,90,14.9086,1021.37
16.68888889,16.68888889,0.93,6.1502,60,9.982,1021.47
16.48888889,16.48888889,0.91,3.3005,248,9.982,1021.33
18.82777778,18.82777778,0.9,1.4651,255,9.982,1021.28
22.6,22.6,0.74,2.9624,313,9.982,1021.27
26.80555556,27.63888889,0.57,3.3005,82,9.982,1021.37
27.77777778,28.47222222,0.53,4.7656,153,9.982,1021.35
28.88888889,29.1,0.46,7.9695,163,9.982,1021.45
29.92222222,29.40555556,0.38,4.5885,148,10.8997,1021.4
29.95,29.66111111,0.4,4.6046,158,9.982,1021.35
31.11111111,30.23333333,0.34,7.8568,144,9.982,1021.45
31.03888889,30.67222222,0.38,8.0661,176,10.3523,1021.21
32.2,31.54444444,0.34,10.9319,162,9.982,1020.43
32.22222222,32.25555556,0.38,8.2915,172,9.982,1020.14
32.1,31.97222222,0.37,5.4096,193,10.3523,1019.94
31.13333333,31.18333333,0.41,7.9212,165,9.982,1019.42
30.04444444,30.46666667,0.46,7.8729,165,9.982,1019.04
27.65,28.18333333,0.51,5.3291,174,10.3523,1019.3
25.02777778,25.02777778,0.62,4.7012,152,9.982,1019.03
23.28888889,23.28888889,0.71,6.1663,161,15.8263,1019.14
21.89444444,21.89444444,0.75,3.3005,161,14.9569,1019.49
21.64444444,21.64444444,0.76,6.2146,162,15.8263,1019.04
20.51111111,20.51111111,0.78,6.2468,161,15.8263,1018.86
19.85555556,19.85555556,0.87,7.1484,177,9.982,1016.65
19.38333333,19.38333333,0.79,3.1556,162,15.8263,1018.94
18.28888889,18.28888889,0.84,6.0536,132,15.8263,1018.83
17.19444444,17.19444444,0.88,4.2343,166,15.3111,1018.93
19.91666667,19.91666667,0.84,3.3166,150,9.982,1018.74
22.13888889,22.13888889,0.73,9.4346,171,9.982,1018.54
25.11111111,25.11111111,0.62,12.5258,180,10.3523,1018.51
27.78333333,28.48333333,0.53,14.2646,171,9.982,1018.22
29.95555556,30.42777778,0.46,15.6814,192,9.982,1017.94
31.01111111,31.65555556,0.45,12.5258,189,10.3523,1018.02
32.15,32.19444444,0.38,10.8353,184,9.982,1017.74
32.77777778,32.41666667,0.35,11.1573,203,9.982,1017.46
33.66666667,33.69444444,0.35,11.6564,232,10.3523,1017.07
33.81666667,33.98888889,0.35,7.8407,207,9.982,1016.45
33.83888889,33.96666667,0.35,9.2897,216,9.982,1015.97
33.79444444,32.77222222,0.29,11.6081,251,9.982,1015.77
33.81666667,33.05555556,0.3,12.7673,280,9.982,1015.37
32.21666667,32.15,0.38,5.1842,270,9.982,1015.06
29.38888889,30.38888889,0.52,4.8461,271,10.3523,1015.09
25.11666667,25.11666667,0.72,1.6583,243,9.982,1015.16
23.91666667,23.91666667,0.75,6.44,280,15.8263,1015.87
22.55,22.55,0.79,6.7942,309,15.3111,1016.02
21.55555556,21.55555556,0.84,3.3649,258,14.9086,1015.97
19.98333333,19.98333333,0.87,3.22,310,14.9086,1016.36
20.17777778,20.17777778,0.84,6.1502,338,15.3111,1016.2
18.43333333,18.43333333,0.92,6.44,300,9.982,1016.08
17.9,17.9,0.92,14.49,310,9.982,1015.88
18.36111111,18.36111111,0.92,2.9302,264,3.4454,1015.9
21.05,21.05,0.87,11.27,10,9.982,1016.18
23.75555556,23.75555556,0.74,10.7548,352,9.982,1016.19
26.82777778,27.75,0.58,11.4149,38,10.4006,1016.18
28.70555556,29.48888889,0.52,9.2736,41,10.0464,1016.1
30.86111111,31.67222222,0.46,4.8783,27,9.982,1016.12
31.93888889,32.62222222,0.42,2.3184,77,10.3523,1016.06
32.61666667,33.32222222,0.41,4.0411,206,9.982,1015.6
33.72777778,34.8,0.39,10.948,280,9.982,1015.11
33.63333333,33.81666667,0.36,10.2557,294,10.3523,1014.72
33.77222222,34.35,0.37,9.8854,300,9.982,1014.11
33.75,33.97777778,0.35,15.6653,319,9.982,1013.81
34.55,34.82777778,0.34,12.3648,317,10.3523,1013.48
32.73333333,32.37222222,0.35,12.6868,310,9.982,1013.23
32.08333333,32.14444444,0.39,11.0124,338,10.0464,1013.51
28.14444444,28.84444444,0.52,9.7083,340,10.4006,1013.71
25.03888889,25.03888889,0.62,10.948,338,11.27,1014.8
25.36666667,25.36666667,0.63,13.5562,39,15.8263,1015.02
24.35555556,24.35555556,0.64,13.202,38,14.9569,1015.92
22.68333333,22.68333333,0.65,5.7477,44,15.8263,1015.88
20.57777778,20.57777778,0.78,10.7226,339,15.8263,1016.52
20.15555556,20.15555556,0.79,0.805,148,14.9569,1016.36
19.39444444,19.39444444,0.87,11.0607,350,15.7297,1016.3
18.86111111,18.86111111,0.9,6.2468,358,15.6492,1016.53
20.26666667,20.26666667,0.88,11.0768,0,14.6832,1016.94
20.92777778,20.92777778,0.82,11.9945,19,9.8049,1016.92
22.06666667,22.06666667,0.77,9.3863,31,9.982,1017.2
24.51111111,24.51111111,0.65,10.1913,28,9.982,1017.25
25.97222222,25.97222222,0.59,12.4614,41,9.982,1017.31
27.10555556,27.82222222,0.55,10.8031,32,9.982,1017.4
28.71111111,28.92222222,0.47,9.4024,15,10.3523,1017.52
29.88333333,29.6,0.4,10.7065,0,9.982,1017.48
31.03888889,30.15555556,0.34,8.9194,331,9.982,1017.18
31.11111111,30.72777778,0.38,5.957,354,10.3523,1016.9
32.15,32.11666667,0.38,4.669,274,9.982,1016.3
32.17222222,31.46666667,0.33,10.948,289,9.982,1015.88
32.22222222,31.46111111,0.33,7.3577,328,10.3523,1015.69
32.17222222,31.45555556,0.33,2.8658,125,9.982,1015.27
31.11111111,31.16666667,0.41,7.2933,123,9.982,1015.28
28.07222222,28.64444444,0.51,4.5885,117,10.3523,1015.4
26.08888889,26.08888889,0.58,7.9373,131,9.982,1015.24
24.35555556,24.35555556,0.65,3.3327,132,15.8263,1015.52
23.47777778,23.47777778,0.66,7.1645,133,14.9569,1015.36
23.17777778,23.17777778,0.65,11.27,150,15.8263,1015.58
21.47777778,21.47777778,0.72,5.5223,151,15.8263,1016.03
20.77777778,20.77777778,0.83,2.4794,55,14.9569,1016.15
20.17777778,20.17777778,0.83,4.347,2,15.8263,1018.26
22.15,22.15,0.73,19.2234,343,15.8263,1018.7
21.49444444,21.49444444,0.73,13.1054,56,14.9569,1017.96
22.01111111,22.01111111,0.69,13.6528,142,9.982,1017.23
22.66111111,22.66111111,0.67,9.2253,152,9.982,1016.72
